ortho	Gene Ontology IDs
N0.HOG0027098	GO:0000451;GO:0001510;GO:0005730;GO:0005739;GO:0005759;GO:0006364;GO:0008650;GO:0031167;GO:1902775
N0.HOG0025717	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037
N0.HOG0024588	GO:0003924;GO:0005525;GO:0005886;GO:0015031;GO:0016192
N0.HOG0028771	GO:0016020
N0.HOG0027413	GO:0046872;GO:0051537
N0.HOG0028401	GO:0000139;GO:0005783;GO:0005789;GO:0005794;GO:0005886;GO:0006612;GO:0019706
N0.HOG0028183	GO:0000723;GO:0006275;GO:0006281;GO:0006282;GO:0006310;GO:0006338;GO:0031011;GO:0033044;GO:0045739;GO:0045893;GO:0045995;GO:0051726;GO:0060382;GO:0071339;GO:1904507
N0.HOG0026605	GO:0001739;GO:0003677;GO:0003682;GO:0005634;GO:0005654;GO:0006338;GO:0008270;GO:0016604;GO:0031519;GO:0035102;GO:0042393;GO:0045892;GO:0071300;GO:1990830
N0.HOG0030104	GO:0000209;GO:0004842;GO:0008270;GO:0016567;GO:0043161;GO:0061630
N0.HOG0028614	GO:0005737;GO:0005856;GO:0007517;GO:0016012;GO:0042383
N0.HOG0012792	GO:0005737;GO:0008483;GO:0009058;GO:0030170;GO:1901605
N0.HOG0002251	GO:0004715;GO:0005524
N0.HOG0024564	GO:0000165;GO:0001985;GO:0001994;GO:0001996;GO:0001997;GO:0004937;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0005886;GO:0005901;GO:0007200;GO:0007204;GO:0007512;GO:0010507;GO:0010613;GO:0019229;GO:0031965;GO:0043410;GO:0045987;GO:0046982;GO:0055117;GO:0061049;GO:0071880;GO:0097195;GO:0150099
N0.HOG0028927	GO:0005096;GO:0005634;GO:0007165;GO:0043547
N0.HOG0024569	GO:0005628;GO:0005634;GO:0006892;GO:0008526;GO:0015031;GO:0031322;GO:0032120;GO:0032153;GO:0051286;GO:0120010;GO:0120019
N0.HOG0027920	GO:0005654;GO:0005874
N0.HOG0028218	GO:0000122;GO:0000977;GO:0000981;GO:0001228;GO:0005634;GO:0005654;GO:0005737;GO:0006357;GO:0006986;GO:0016604;GO:0034976;GO:0045732;GO:0045944;GO:1900102
N0.HOG0027498	GO:0004346;GO:0005789;GO:0006094;GO:0016020;GO:0042593;GO:0050796;GO:0051156
N0.HOG0025640	GO:0000139;GO:0006486;GO:0008378;GO:0047224
N0.HOG0028474	GO:0003925;GO:0005525;GO:0005886;GO:0007265
N0.HOG0029863	
N0.HOG0024650	GO:0005509;GO:0005737;GO:0016460;GO:0020007
N0.HOG0028492	GO:0003924;GO:0005525;GO:0005768;GO:0005886;GO:0006887;GO:0008021;GO:0010008;GO:0015031;GO:0019003;GO:0030140;GO:0030670;GO:0032456;GO:0045335
N0.HOG0026752	GO:0005634;GO:0005737
N0.HOG0027353	GO:0007283;GO:0030154
N0.HOG0009692	GO:0016491;GO:0017000
N0.HOG0026497	GO:0000506;GO:0005783;GO:0006506;GO:0017176
N0.HOG0008110	GO:0005783;GO:0005789;GO:0005886;GO:0097225
N0.HOG0027536	GO:0000122;GO:0001501;GO:0001649;GO:0001701;GO:0001706;GO:0001707;GO:0001837;GO:0001839;GO:0001843;GO:0003149;GO:0003151;GO:0003223;GO:0003272;GO:0005576;GO:0005615;GO:0007224;GO:0007399;GO:0008045;GO:0008542;GO:0008543;GO:0009953;GO:0010628;GO:0010629;GO:0019955;GO:0021510;GO:0021533;GO:0021983;GO:0021999;GO:0030336;GO:0030509;GO:0030514;GO:0035019;GO:0035640;GO:0038092;GO:0040036;GO:0042060;GO:0042474;GO:0042733;GO:0042803;GO:0045668;GO:0045944;GO:0048168;GO:0048318;GO:0048570;GO:0048706;GO:0048712;GO:0048863;GO:0050673;GO:0050679;GO:0051216;GO:0055009;GO:0060044;GO:0060173;GO:0060272;GO:0060291;GO:0060302;GO:0060325;GO:0060392;GO:0060412;GO:0060425;GO:0060513;GO:0060676;GO:0061037;GO:0061053;GO:0061384;GO:0061626;GO:0062044;GO:0090090;GO:0090190;GO:0090193;GO:0098793;GO:0099171;GO:1904888;GO:1990926;GO:2001234
N0.HOG0029520	GO:0000978;GO:0000981;GO:0005634;GO:0006357;GO:0008045;GO:0008347;GO:0014044;GO:0021508;GO:0021514;GO:0021529;GO:0021530;GO:0030154;GO:0031018;GO:0033504;GO:0045893
N0.HOG0027744	GO:0005262;GO:0005509;GO:0005886;GO:0016020;GO:0030246;GO:0050982
N0.HOG0025090	GO:0000122;GO:0000978;GO:0002088;GO:0005634;GO:0014029;GO:0021501;GO:0030509;GO:0033504;GO:0043066;GO:0043425;GO:0043565;GO:0045892;GO:0046983;GO:0050767
N0.HOG0016300	GO:0000122;GO:0000165;GO:0001779;GO:0001915;GO:0001916;GO:0001960;GO:0002244;GO:0002639;GO:0002925;GO:0004725;GO:0004726;GO:0005001;GO:0005102;GO:0005886;GO:0005925;GO:0006469;GO:0006470;GO:0006933;GO:0007159;GO:0007165;GO:0007166;GO:0008201;GO:0009897;GO:0009898;GO:0009986;GO:0010332;GO:0010468;GO:0016020;GO:0016311;GO:0019901;GO:0030183;GO:0030217;GO:0030292;GO:0030506;GO:0030507;GO:0030667;GO:0030890;GO:0030946;GO:0032059;GO:0032677;GO:0032703;GO:0032743;GO:0032760;GO:0034113;GO:0042100;GO:0042102;GO:0042110;GO:0042492;GO:0043395;GO:0043410;GO:0044770;GO:0044855;GO:0045059;GO:0045060;GO:0045121;GO:0045202;GO:0045588;GO:0045860;GO:0046426;GO:0046633;GO:0046641;GO:0048304;GO:0048539;GO:0048864;GO:0050764;GO:0050766;GO:0050850;GO:0050852;GO:0050853;GO:0050856;GO:0050857;GO:0051209;GO:0051607;GO:0051726;GO:0060369;GO:0070062;GO:0070373;GO:0070374;GO:0097191;GO:0098857;GO:0140793;GO:1902215;GO:1903979;GO:1904044;GO:1904155;GO:2000473;GO:2000648;GO:2001238
N0.HOG0028468	GO:0001673;GO:0001939;GO:0001940;GO:0003682;GO:0005634;GO:0005737;GO:0042393;GO:0042585;GO:0044727;GO:0072529
N0.HOG0029247	GO:0005737;GO:0005739;GO:0005743;GO:0006754;GO:0015078;GO:0045259;GO:0046872;GO:1902600
N0.HOG0013706	GO:0004672;GO:0004674;GO:0004676;GO:0004677;GO:0004679;GO:0004694;GO:0004708;GO:0004711;GO:0005524;GO:0005737;GO:0005768;GO:0007409;GO:0009267;GO:0010763;GO:0010975;GO:0014069;GO:0016358;GO:0016477;GO:0017124;GO:0030833;GO:0031267;GO:0032956;GO:0035175;GO:0035402;GO:0035403;GO:0035556;GO:0035979;GO:0043408;GO:0043525;GO:0044022;GO:0044023;GO:0044024;GO:0044025;GO:0046872;GO:0050770;GO:0051020;GO:0060996;GO:0060997;GO:0061003;GO:0071407;GO:0072354;GO:0072371;GO:0072518;GO:0098978;GO:0099175;GO:0106310;GO:0140823;GO:0140855;GO:0140857;GO:1990244;GO:2000573
N0.HOG0028525	GO:0005737;GO:0050750
N0.HOG0028888	GO:0016020
N0.HOG0030045	GO:0000578;GO:0000981;GO:0005634;GO:0006357;GO:0042692;GO:0048920;GO:0048922;GO:0055001;GO:0060828;GO:1904105;GO:1990837;GO:2000052
N0.HOG0029700	GO:0008270
N0.HOG0012474	GO:0001650;GO:0003924;GO:0003925;GO:0005525;GO:0005654;GO:0005829;GO:0005886;GO:0008285;GO:0009725;GO:0019003;GO:0030308
N0.HOG0026629	GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0006412;GO:0008285;GO:0017101;GO:0043065;GO:0043517;GO:1990830;GO:2000774;GO:2001235
N0.HOG0026927	GO:0004722;GO:0005634;GO:0005737;GO:0007165;GO:0043409
N0.HOG0020036	GO:0009897;GO:0032217;GO:0032218;GO:0038023;GO:1902444;GO:1904657;GO:1904661
N0.HOG0025051	GO:0005198;GO:0005200;GO:0005829;GO:0005856;GO:0005886;GO:0006887;GO:0006888;GO:0007010;GO:0007165;GO:0008093;GO:0009898;GO:0010638;GO:0014731;GO:0016323;GO:0016529;GO:0019899;GO:0019903;GO:0030018;GO:0030507;GO:0030673;GO:0031430;GO:0042383;GO:0043005;GO:0044325;GO:0045199;GO:0045211;GO:0051117;GO:0072659;GO:0170014
N0.HOG0009691	GO:0016491;GO:0017000
N0.HOG0029847	GO:0000122;GO:0000978;GO:0001228;GO:0005634;GO:0007399;GO:0007420;GO:0030182;GO:0043565;GO:0045944;GO:0048593
N0.HOG0026512	GO:0005509;GO:0005654;GO:0030317;GO:0036126;GO:0160111
N0.HOG0028356	GO:0004937;GO:0005886;GO:0007200;GO:0007204;GO:0007267;GO:0043410;GO:0071880
N0.HOG0025696	GO:0000243;GO:0000387;GO:0000395;GO:0003729;GO:0005685;GO:0008270;GO:0030619;GO:0030627;GO:0071004
N0.HOG0030162	GO:0003713;GO:0005634;GO:0045944;GO:0051145
N0.HOG0027657	GO:0003677;GO:0005654;GO:0005668;GO:0006360;GO:0015630
N0.HOG0003643	GO:0000731;GO:0003677;GO:0005524;GO:0006261;GO:0006310;GO:0008047;GO:0009378;GO:0016887;GO:0017116
N0.HOG0013074	GO:0004656;GO:0005506;GO:0005783;GO:0005788;GO:0031418;GO:0031545;GO:0043412
N0.HOG0008840	GO:0005509;GO:0005576;GO:0005783;GO:0005788;GO:0005789;GO:0005794;GO:0033018;GO:0042470
N0.HOG0027152	GO:0004252;GO:0005576;GO:0006508
N0.HOG0028862	GO:0005634;GO:0005741;GO:0005743;GO:0007005;GO:0043022
N0.HOG0027294	GO:0005737;GO:0005813;GO:0005868;GO:0005874;GO:0007018;GO:0045505
N0.HOG0028149	GO:0000978;GO:0000981;GO:0005634;GO:0006357;GO:0009888;GO:0030154;GO:0048598;GO:0048706
N0.HOG0011819	GO:0005886;GO:0015650;GO:0016323;GO:0016324;GO:0016328;GO:0031965;GO:0035873;GO:0042867;GO:0050833;GO:1901475
N0.HOG0015367	GO:0008270;GO:0030672;GO:0031901
N0.HOG0030240	GO:0001726;GO:0005085;GO:0005737;GO:0005794;GO:0005856;GO:0007010;GO:0008270;GO:0008360;GO:0030027;GO:0030036;GO:0031267;GO:0043087;GO:0046847
N0.HOG0027708	GO:0002314;GO:0005654;GO:0005765;GO:0005794;GO:0005829;GO:0034198;GO:0042149;GO:0140007;GO:1904262
N0.HOG0029227	GO:0005524;GO:0005737;GO:0005874;GO:0008569;GO:0016887;GO:0030286;GO:0031514;GO:0036158;GO:0045505;GO:0051959;GO:0060294
N0.HOG0025504	GO:0005576;GO:0042151;GO:0090729
N0.HOG0012170	GO:0004930;GO:0005886;GO:0007166;GO:0007186;GO:0007189
N0.HOG0026215	GO:0005634;GO:0006355;GO:0043565;GO:0046872
N0.HOG0029254	GO:0000302;GO:0001659;GO:0001885;GO:0002862;GO:0004601;GO:0004602;GO:0005737;GO:0005739;GO:0005829;GO:0006629;GO:0006641;GO:0006749;GO:0006915;GO:0006979;GO:0007605;GO:0008631;GO:0009410;GO:0009609;GO:0009611;GO:0009636;GO:0009650;GO:0009725;GO:0009749;GO:0010269;GO:0010332;GO:0014070;GO:0014902;GO:0017124;GO:0019369;GO:0019372;GO:0032355;GO:0032496;GO:0033194;GO:0033197;GO:0033599;GO:0035094;GO:0040029;GO:0042311;GO:0042542;GO:0042744;GO:0043403;GO:0043534;GO:0045444;GO:0045445;GO:0045454;GO:0047066;GO:0048144;GO:0048741;GO:0051402;GO:0051450;GO:0051593;GO:0051702;GO:0051897;GO:0060047;GO:0060055;GO:0061136;GO:0071333;GO:0090201;GO:0097413;GO:1902042;GO:1902176
N0.HOG0026288	GO:0000122;GO:0001764;GO:0003700;GO:0005634;GO:0008270;GO:0010468;GO:0021796;GO:0030900;GO:0043565;GO:1902895;GO:1904936
N0.HOG0025657	GO:0000493;GO:0001522;GO:0003723;GO:0005634;GO:0005732;GO:0005737;GO:0006364;GO:0032212;GO:0042254;GO:0042802;GO:0043489;GO:0070034;GO:0090669;GO:1904358;GO:1905323
N0.HOG0024636	GO:0006952
N0.HOG0005490	GO:0005576;GO:0005595;GO:0005615;GO:0005788;GO:0007155;GO:0030020;GO:0030199;GO:0035987;GO:0062023;GO:0070062;GO:1903561
N0.HOG0026060	GO:0005576;GO:0005615;GO:0009953;GO:0009994;GO:0030154;GO:0030510;GO:0030901;GO:0032926;GO:0043049;GO:0048185;GO:0048263;GO:0048703
N0.HOG0009185	GO:0004930;GO:0005886;GO:0007186;GO:0007218;GO:0008188;GO:0015629;GO:0031628;GO:0032870;GO:0043408
N0.HOG0024483	GO:0000082;GO:0000932;GO:0004842;GO:0008270;GO:0008543;GO:0021915;GO:0035198;GO:0035278;GO:0051865;GO:0072089;GO:2000177
N0.HOG0025980	GO:0000977;GO:0000981;GO:0005634;GO:0006357;GO:0008283;GO:0008584;GO:0008585;GO:0030182;GO:0035262;GO:0045892;GO:0046872;GO:0097380;GO:1990837
N0.HOG0004376	GO:0004965;GO:0005576;GO:0005737;GO:0005886;GO:0007193;GO:0007214;GO:0030425;GO:0038039;GO:0042734;GO:0045211;GO:0051932;GO:0098685;GO:0098982;GO:0099579;GO:0150047;GO:0150099;GO:1902712
N0.HOG0029588	GO:0004937;GO:0005634;GO:0005737;GO:0005886;GO:0005901;GO:0007200;GO:0007204;GO:0007267;GO:0019229;GO:0031965;GO:0043410;GO:0046982;GO:0055117;GO:0071880
N0.HOG0029347	GO:0000978;GO:0000981;GO:0005634;GO:0006355;GO:0008270
N0.HOG0029375	GO:0016020
N0.HOG0012132	GO:0000139;GO:0005634;GO:0005737;GO:0005764;GO:0005765;GO:0005769;GO:0005770;GO:0005783;GO:0005789;GO:0005794;GO:0005795;GO:0005802;GO:0005829;GO:0005886;GO:0005901;GO:0006898;GO:0007040;GO:0007042;GO:0007611;GO:0008021;GO:0009992;GO:0010762;GO:0016020;GO:0031901;GO:0032228;GO:0035752;GO:0036359;GO:0042987;GO:0042998;GO:0043005;GO:0043066;GO:0044754;GO:0044857;GO:0045121;GO:0046474;GO:0046836;GO:0047496;GO:0048172;GO:0048549;GO:0051493;GO:0051861;GO:0051966;GO:0055037;GO:0061909;GO:0070613;GO:0090160;GO:0090384;GO:0090385;GO:0106049;GO:0120146;GO:1900079;GO:1901096;GO:1903076;GO:1903826;GO:1905146;GO:1905162;GO:1905244;GO:2001288
N0.HOG0026025	GO:0005246;GO:0007155;GO:0007268;GO:0007269;GO:0007416;GO:0032991;GO:0042734;GO:0042995;GO:0046872;GO:0048787;GO:0097107;GO:0098820;GO:0098978;GO:0098982;GO:0099072;GO:0099171;GO:0099537;GO:0099550;GO:0099645
N0.HOG0027070	GO:0000122;GO:0005634;GO:0008270;GO:0010468;GO:0022008;GO:0032259;GO:0042802;GO:0051151;GO:0140944
N0.HOG0030160	GO:0005634;GO:0005737;GO:0032088;GO:0033235;GO:1902073
N0.HOG0024829	GO:0001921;GO:0005484;GO:0005829;GO:0005886;GO:0006887;GO:0006904;GO:0006906;GO:0009986;GO:0016020;GO:0016192;GO:0017075;GO:0017156;GO:0030133;GO:0030136;GO:0030141;GO:0030669;GO:0030670;GO:0031201;GO:0031901;GO:0032588;GO:0034446;GO:0035493;GO:0042147;GO:0043001;GO:0043005;GO:0043231;GO:0045202;GO:0048471;GO:0055037;GO:0055038;GO:0061025;GO:0065003;GO:0071346;GO:1903531
N0.HOG0025886	GO:0000978;GO:0000981;GO:0003677;GO:0005634;GO:0006357;GO:0007417;GO:0008270;GO:0014029
N0.HOG0029993	GO:0005737;GO:0005813;GO:0043015;GO:0060271;GO:0070507
N0.HOG0028066	GO:0004930;GO:0043410;GO:0060170;GO:0071880
N0.HOG0030057	GO:0000122;GO:0001673;GO:0002039;GO:0005634;GO:0005669;GO:0006357;GO:0006366;GO:0008270;GO:0031965;GO:0042789;GO:0043433;GO:0046982;GO:0051123;GO:0051457;GO:0060261;GO:0140416
N0.HOG0025158	GO:0005758
N0.HOG0029794	GO:0005267;GO:0005272;GO:0005743;GO:0005886;GO:0006813;GO:0007601;GO:0008021;GO:0015271;GO:0022841;GO:0030425;GO:0042802;GO:0046872;GO:0046982;GO:0060075;GO:0071468;GO:0099605;GO:1990573;GO:2000859
N0.HOG0017639	GO:0002183;GO:0003743;GO:0005085;GO:0005737;GO:0005829;GO:0005851;GO:0006413;GO:0014003;GO:0032045;GO:0050852
N0.HOG0026755	GO:0016020
N0.HOG0030205	GO:0003351;GO:0005576;GO:0005737;GO:0060285;GO:0070286;GO:0120293
N0.HOG0024477	GO:0001764;GO:0005509;GO:0005604;GO:0005615;GO:0007411;GO:0008347;GO:0030198;GO:0031012;GO:0031104;GO:0031175;GO:0048678;GO:0062023;GO:0120216
N0.HOG0026068	GO:0005524;GO:0005737;GO:0005829;GO:0007249;GO:0032088;GO:0032687;GO:0032688;GO:0032715;GO:0032720;GO:0034451;GO:0036312;GO:0042110;GO:0043124;GO:0043231;GO:0045824;GO:0048147;GO:0048471;GO:0050680;GO:0050728;GO:0051898;GO:1900016;GO:1900226;GO:1901223
N0.HOG0003547	GO:0005737;GO:0031463;GO:0043161;GO:1990756
N0.HOG0017718	GO:0000122;GO:0000902;GO:0000977;GO:0001708;GO:0001827;GO:0003723;GO:0005634;GO:0005654;GO:0006357;GO:0007281;GO:0007566;GO:0008168;GO:0008270;GO:0008543;GO:0009566;GO:0030718;GO:0031490;GO:0032259;GO:0040037;GO:0043231;GO:0045814;GO:0048873;GO:0141107;GO:1902093;GO:1902459;GO:1990226
N0.HOG0028205	GO:0001525;GO:0007155;GO:0016020;GO:0046872
N0.HOG0029343	GO:0005634;GO:0006355;GO:0043565;GO:0046872
N0.HOG0028686	GO:0006874;GO:0007507;GO:0021762;GO:0030672;GO:0033292
N0.HOG0017394	GO:0005280;GO:0005297;GO:0005368;GO:0005765;GO:0005774;GO:0005783;GO:0005886;GO:0006811;GO:0006865;GO:0015171;GO:0015180;GO:0015187;GO:0015193;GO:0015734;GO:0015808;GO:0015816;GO:0015824;GO:0016324;GO:0022858;GO:0032328;GO:0035524;GO:0089718;GO:1902600
N0.HOG0027869	GO:0001640;GO:0002029;GO:0004930;GO:0005737;GO:0005886;GO:0006355;GO:0007206;GO:0007216;GO:0007268;GO:0007611;GO:0007612;GO:0007626;GO:0008066;GO:0030296;GO:0030425;GO:0031687;GO:0042802;GO:0043025;GO:0043197;GO:0043198;GO:0043410;GO:0048170;GO:0050808;GO:0050850;GO:0050890;GO:0051966;GO:0097449;GO:0098685;GO:0098839;GO:0098978;GO:0099530;GO:0099583;GO:1904646;GO:1990782
N0.HOG0020001	GO:0000423;GO:0005739;GO:0005829
N0.HOG0026104	GO:0001841;GO:0005385;GO:0005886;GO:0007165;GO:0010975;GO:0031113;GO:0036293;GO:0048471;GO:0071578;GO:1903672;GO:1990138
N0.HOG0027251	GO:0000981;GO:0003677;GO:0003700;GO:0005634;GO:0005654;GO:0006355;GO:0007389;GO:0035115;GO:0035116;GO:0042981;GO:0048704;GO:1990837
N0.HOG0025443	GO:0001764;GO:0002052;GO:0005516;GO:0005634;GO:0005737;GO:0005813;GO:0007051;GO:0007283;GO:0008356;GO:0008584;GO:0016324;GO:0021873;GO:0021987;GO:0030496;GO:0036449;GO:0045665;GO:0045769;GO:0048477;GO:0048589;GO:0051445;GO:0051653;GO:0051661;GO:0072687;GO:0090263;GO:0090306;GO:0097150;GO:0097431
N0.HOG0012112	GO:0001945;GO:0003017;GO:0003682;GO:0005178;GO:0005509;GO:0005576;GO:0005615;GO:0005634;GO:0005737;GO:0008544;GO:0010467;GO:0010572;GO:0016020;GO:0036303;GO:0045906;GO:0048014;GO:0098640;GO:0120193
N0.HOG0029778	GO:0003723;GO:0003756;GO:0003954;GO:0005576;GO:0007624;GO:0009897
N0.HOG0028626	GO:0000226;GO:0005509;GO:0005737;GO:0030234
N0.HOG0004079	GO:0001818;GO:0002218;GO:0003924;GO:0005525;GO:0020005;GO:0030659;GO:0031410;GO:0032480;GO:0034345;GO:0035458;GO:0042742;GO:0042832;GO:0043122;GO:0044406;GO:0045070;GO:0046426;GO:0050830;GO:0051607;GO:0051715;GO:0071346
N0.HOG0027370	
N0.HOG0028507	GO:0003924;GO:0005525
N0.HOG0028323	GO:0004930;GO:0005929;GO:0007189;GO:0043005;GO:0055037;GO:0060170;GO:0097386;GO:1901621
N0.HOG0025357	GO:0004252;GO:0005576;GO:0005886;GO:0006508;GO:0007585;GO:0008233;GO:0070062
N0.HOG0025907	GO:0003743
N0.HOG0024492	GO:0005739;GO:0005829;GO:0016567;GO:0031466;GO:0035556;GO:0043161;GO:0045732;GO:1990756
N0.HOG0017048	GO:0016020
N0.HOG0025456	GO:0004890;GO:0005886;GO:0007214;GO:0007268;GO:0019904;GO:0022851;GO:0034707;GO:0042734;GO:0042802;GO:0044877;GO:0045211;GO:0050804;GO:0097708;GO:0098978;GO:0098982;GO:0099507;GO:1902476;GO:1902711
N0.HOG0026929	GO:0005164;GO:0005813;GO:0005829;GO:0006915;GO:0007165;GO:0008270;GO:0008284;GO:0009898;GO:0023019;GO:0023035;GO:0031625;GO:0031996;GO:0035631;GO:0042802;GO:0042981;GO:0043123;GO:0048255;GO:0051092;GO:0061630;GO:0097400
N0.HOG0030157	GO:0016491;GO:0017000
N0.HOG0024856	GO:0005765;GO:0006914;GO:0006915;GO:0010506;GO:0090650
N0.HOG0025315	GO:0005783;GO:0005886;GO:0070059
N0.HOG0029667	GO:0005634;GO:0005789;GO:0007420;GO:0014069;GO:0030182;GO:0043005;GO:0071787
N0.HOG0002597	GO:0005829;GO:0022008
N0.HOG0028916	GO:0005545;GO:0005769;GO:0005829;GO:0006897;GO:0007179;GO:0008270;GO:0016197;GO:0019904;GO:0031901;GO:0032991;GO:0043231
N0.HOG0024783	GO:0005506;GO:0005739;GO:0005759;GO:0016226;GO:0042802;GO:0051537;GO:0051539;GO:0106035;GO:0120510
N0.HOG0025691	GO:0008270;GO:0016973
N0.HOG0026574	GO:0005786;GO:0006614;GO:0008312;GO:0030942
N0.HOG0025136	GO:0009535;GO:0009654;GO:0015979
N0.HOG0026978	GO:0000932;GO:0005829;GO:0022008
N0.HOG0027023	GO:0005507;GO:0005615;GO:0007596;GO:0008015;GO:0031091;GO:0032571
N0.HOG0024505	GO:0001696;GO:0001697;GO:0001698;GO:0003382;GO:0004969;GO:0005886;GO:0007613;GO:0008542;GO:0045907;GO:0048167;GO:0048565;GO:0048732
N0.HOG0027570	GO:0005886;GO:0007186;GO:0008188;GO:0015629;GO:0031628;GO:0043408
N0.HOG0028971	GO:0003712;GO:0016592;GO:0060261;GO:0070847
N0.HOG0026809	GO:0005930;GO:0005952;GO:0007283;GO:0034237;GO:0035686;GO:0051018
N0.HOG0027233	GO:0000082;GO:0000209;GO:0000932;GO:0004842;GO:0008270;GO:0008543;GO:0021915;GO:0035198;GO:0035278;GO:0043161;GO:0051865;GO:0061630;GO:0072089;GO:2000177
N0.HOG0025824	GO:0000281;GO:0005509;GO:0005737;GO:0015629;GO:0016460
N0.HOG0028403	GO:0000122;GO:0002088;GO:0005634;GO:0007219;GO:0007517;GO:0009953;GO:0014029;GO:0021501;GO:0030282;GO:0033504;GO:0042462;GO:0043066;GO:0043565;GO:0045494;GO:0045892;GO:0046982;GO:0048642;GO:0050768;GO:1904888
N0.HOG0006755	GO:0000139;GO:0005783;GO:0005794;GO:0006486;GO:0006493;GO:0006629;GO:0008499;GO:0009312;GO:0009617
N0.HOG0013524	GO:0016020
N0.HOG0014479	GO:0004930;GO:0005886;GO:0007186;GO:0007218;GO:0008188;GO:0009582;GO:0015629;GO:0031628;GO:0032870;GO:0043408
N0.HOG0026857	
N0.HOG0027692	GO:0005576;GO:0030154;GO:0030514;GO:0036122
N0.HOG0025015	GO:0005576
N0.HOG0028574	GO:0005789;GO:0005794;GO:0006974;GO:0007507;GO:0016409;GO:0019706;GO:0021899
N0.HOG0024730	GO:0004930;GO:0005886;GO:0007186;GO:0007218;GO:0008188;GO:0009582;GO:0015629;GO:0031628;GO:0032870;GO:0043408
N0.HOG0029583	GO:0000978;GO:0000981;GO:0003007;GO:0005634;GO:0005737;GO:0006357;GO:0009653;GO:0048562
N0.HOG0020954	GO:0005634
N0.HOG0026559	GO:0002854;GO:0005783;GO:0005794;GO:0005886;GO:0015143;GO:0015747;GO:0016324;GO:0045922;GO:0090416;GO:2001142
N0.HOG0024432	GO:0005886;GO:0016787;GO:0042758
N0.HOG0015559	GO:0004930;GO:0005886;GO:0005929;GO:0007186;GO:0007218;GO:0008188;GO:0032870
N0.HOG0026745	GO:0007283;GO:0120316
N0.HOG0028102	GO:0005634;GO:0005929;GO:0005930;GO:0030317;GO:0036126;GO:0160111
N0.HOG0028477	GO:0003723;GO:0005654;GO:0005730;GO:0030490;GO:0034455;GO:1901838
N0.HOG0026750	GO:0005764;GO:0005769;GO:0005770;GO:0006622;GO:0008333;GO:0010008;GO:0031901;GO:0031902;GO:0035091;GO:0045022
N0.HOG0025940	GO:0003723;GO:0003729;GO:0003730;GO:0005634;GO:0005829;GO:0006397;GO:0008285;GO:0008380;GO:0010830;GO:0030154;GO:0030330;GO:0043484;GO:0051726;GO:0070935
N0.HOG0019857	GO:0005506;GO:0005634;GO:0006879;GO:0016567;GO:0019005;GO:0031146;GO:0048471;GO:0051536
N0.HOG0007062	GO:0004674;GO:0004676;GO:0004677;GO:0004679;GO:0004694;GO:0004711;GO:0005524;GO:0005737;GO:0035175;GO:0035402;GO:0035403;GO:0035556;GO:0035979;GO:0043066;GO:0043547;GO:0044022;GO:0044023;GO:0044024;GO:0044025;GO:0046872;GO:0048477;GO:0051019;GO:0051321;GO:0060281;GO:0060562;GO:0072354;GO:0072371;GO:0072518;GO:0098592;GO:0106310;GO:0140823;GO:0140855;GO:0140857;GO:1903358;GO:1990244;GO:2001137
N0.HOG0027053	GO:0005634
N0.HOG0028355	GO:0001671;GO:0005789;GO:0006879;GO:0030641;GO:0030665;GO:0030672;GO:0033116;GO:0033176;GO:0036295;GO:1902600
N0.HOG0025437	GO:0005737
N0.HOG0029681	
N0.HOG0029916	GO:0005739;GO:0005741;GO:0005743;GO:0005829;GO:0006974;GO:0008625;GO:0043539;GO:0140468;GO:1901526;GO:1990641
N0.HOG0030248	GO:0000725;GO:0000731;GO:0003697;GO:0005634;GO:0006974;GO:0007292;GO:0036297;GO:0048232;GO:0090734
N0.HOG0011716	GO:0005302;GO:0005886;GO:0006590;GO:0015173;GO:0015192;GO:0015196;GO:0015349;GO:0015801;GO:0016323;GO:0022857;GO:0030054;GO:0043231;GO:0070327;GO:0070460
N0.HOG0028597	GO:0005634;GO:0005737;GO:0031514
N0.HOG0017395	GO:0005774;GO:0015175;GO:0015804
N0.HOG0026218	
N0.HOG0029900	GO:0003677;GO:0008333;GO:0016055;GO:0016589;GO:0030178;GO:0042802
N0.HOG0017950	GO:0000493;GO:0005654;GO:0005737;GO:0005829;GO:0022618;GO:0060765;GO:1904263
N0.HOG0029833	GO:0005737;GO:0005829;GO:0006511;GO:0030674;GO:0031593;GO:0140374
N0.HOG0025729	GO:0000049;GO:0001514;GO:0005524;GO:0005739;GO:0005829;GO:0043915
N0.HOG0028901	GO:0005634;GO:0005739;GO:0005758;GO:0007005;GO:0034599;GO:0043565;GO:0045944;GO:0140297;GO:1900037;GO:1905448
N0.HOG0025867	GO:0001525;GO:0001938;GO:0005789;GO:0010595;GO:0016020;GO:0045050;GO:0045766;GO:0071816;GO:0072546
N0.HOG0027116	GO:0005576
N0.HOG0028447	GO:0004930;GO:0004983;GO:0005886;GO:0007186;GO:0007218;GO:0008188;GO:0008340;GO:0008528;GO:0016020;GO:0032870;GO:0048047
N0.HOG0021024	GO:0008270;GO:0016567;GO:0061630
